id,basisOfRecord,occurrenceid,scientificname,family,locality,countrycode,barcode,STATION,day,month,year,decimal_latitude,decimal_longitude
51184,preservedSpecimen,urn:mrbif:ens:hnm:51184,Bacopa decumbens F.N.Williams,Scrophulariaceae,Rindiao,MR,HNM01024,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51185,preservedSpecimen,urn:mrbif:ens:hnm:51185,Nothosaerva brachiata (L.) Wight.,Amaranthaceae,Rindiao,MR,HNM01025,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51186,preservedSpecimen,urn:mrbif:ens:hnm:51186,Achyranthes argentea Lam.,Amaranthaceae,Rindiao,MR,HNM01026,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51187,preservedSpecimen,urn:mrbif:ens:hnm:51187,Pandiaka heudelotii (Moq.) Hook.f.,Amaranthaceae,Rindiao,MR,HNM01027,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51188,preservedSpecimen,urn:mrbif:ens:hnm:51188,Pandiaka heudelotii (Moq.) Hook.f.,Amaranthaceae,Rindiao,MR,HNM01028,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51189,preservedSpecimen,urn:mrbif:ens:hnm:51189,Mariscus aristatus (Rottb.) Cherm.,Cyperaceae,Kaedi,MR,HNM01029,"E.N.F.V.A. ,  Zone des cultures",25,10,1972,16.1465300637225,-13.5047391609149
51190,preservedSpecimen,urn:mrbif:ens:hnm:51190,Fimbristylis dichotoma (L.) Vahl,Cyperaceae,Rindiao,MR,HNM01030,Berge du fleuve Sénégal,3,11,1972,16.1402858146709,-13.5799990026909
51191,preservedSpecimen,urn:mrbif:ens:hnm:51191,Pycreus albomarginatus Nees,Cyperaceae,Rindiao,MR,HNM01031,Périmétre irriguée FAO,30,10,1972,16.1402858146709,-13.5799990026909
51192,preservedSpecimen,urn:mrbif:ens:hnm:51192,Vahlia digyna (Retz.) Kuntze,Scrophulariaceae,Rindiao,MR,HNM01032,Station IFAC,17,11,1972,16.1402858146709,-13.5799990026909
51193,preservedSpecimen,urn:mrbif:ens:hnm:51193,Vahlia digyna (Retz.) Kuntze,Scrophulariaceae,Rindiao,MR,HNM01033,Station IFAC,17,11,1972,16.1402858146709,-13.5799990026909
51194,preservedSpecimen,urn:mrbif:ens:hnm:51194,Stemodia serrata Benth.,Scrophulariaceae,Rindiao,MR,HNM01034,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51195,preservedSpecimen,urn:mrbif:ens:hnm:51195,Ilysanthes parviflora (Roxb.) Benth.,Scrophulariaceae,Rindiao,MR,HNM01035,Périmétre irriguée FAO,13,11,1972,16.1402858146709,-13.5799990026909
51196,preservedSpecimen,urn:mrbif:ens:hnm:51196,Bacopa decumbens F.N.Williams,Scrophulariaceae,Rindiao,MR,HNM01036,Périmétre irriguée FAO,30,10,1972,16.1402858146709,-13.5799990026909
51197,preservedSpecimen,urn:mrbif:ens:hnm:51197,Ilysanthes parviflora (Roxb.) Benth.,Scrophulariaceae,Rindiao,MR,HNM01037,Berge du fleuve Sénégal,3,11,1972,16.1402858146709,-13.5799990026909
51198,preservedSpecimen,urn:mrbif:ens:hnm:51198,Indéterminé : indéterminée,Indéterminé,Rindiao,MR,HNM01038,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51199,preservedSpecimen,urn:mrbif:ens:hnm:51199,Melochia corchorifolia L.,Sterculiaceae,Rindiao,MR,HNM01039,stationi,16,10,1972,16.1402858146709,-13.5799990026909
51200,preservedSpecimen,urn:mrbif:ens:hnm:51200,Mimosa pigra L.,Leguminosae-Mimosoideae,Rindiao,MR,HNM01040,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51201,preservedSpecimen,urn:mrbif:ens:hnm:51201,Gossypium barbadense L.,Malvaceae,Rindiao,MR,HNM01041,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51202,preservedSpecimen,urn:mrbif:ens:hnm:51202,Hibiscus abelmoschus L.,Malvaceae,Rindiao,MR,HNM01042,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51203,preservedSpecimen,urn:mrbif:ens:hnm:51203,Hibiscus asper Hook.f,Malvaceae,Rindiao,MR,HNM01043,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51204,preservedSpecimen,urn:mrbif:ens:hnm:51204,Sida alba L.,Malvaceae,Rindiao,MR,HNM01044,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51205,preservedSpecimen,urn:mrbif:ens:hnm:51205,Abutilon pannosum (G.Forst.) Schltdl.,Malvaceae,Rindiao,MR,HNM01045,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51206,preservedSpecimen,urn:mrbif:ens:hnm:51206,Sida ovata Forssk.,Malvaceae,Rindiao,MR,HNM01046,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51207,preservedSpecimen,urn:mrbif:ens:hnm:51207,Sida ovata Forssk.,Malvaceae,Rindiao,MR,HNM01047,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51208,preservedSpecimen,urn:mrbif:ens:hnm:51208,Hibiscus sidiformis Baill.,Malvaceae,Rindiao,MR,HNM01048,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51209,preservedSpecimen,urn:mrbif:ens:hnm:51209,Ammannia senegalensis Lam.,Lythraceae,Rindiao,MR,HNM01049,Berge du fleuve Sénégal,3,11,1972,16.1402858146709,-13.5799990026909
51210,preservedSpecimen,urn:mrbif:ens:hnm:51210,Ammannia senegalensis Lam.,Lythraceae,Rindiao,MR,HNM01050,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51211,preservedSpecimen,urn:mrbif:ens:hnm:51211,Ammannia senegalensis Lam.,Lythraceae,Rindiao,MR,HNM01051,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51212,preservedSpecimen,urn:mrbif:ens:hnm:51212,Grewia bicolor L.,Tiliaceae,Monguel,MR,HNM01052,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51213,preservedSpecimen,urn:mrbif:ens:hnm:51213,Corchorus fascicularis Lam.,Tiliaceae,Rindiao,MR,HNM01053,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51214,preservedSpecimen,urn:mrbif:ens:hnm:51214,Corchorus fascicularis Lam.,Tiliaceae,Kaedi,MR,HNM01054,Entre Kaédi et Seyyène,26,10,1972,16.1465300637225,-13.5047391609149
51215,preservedSpecimen,urn:mrbif:ens:hnm:51215,Corchorus olitorius L.,Tiliaceae,Rindiao,MR,HNM01055,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51216,preservedSpecimen,urn:mrbif:ens:hnm:51216,Corchorus tridens L.,Tiliaceae,Kaedi,MR,HNM01056,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51217,preservedSpecimen,urn:mrbif:ens:hnm:51217,Commelina forskalaei Vahl,Commelinaceae,Rindiao,MR,HNM01057,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51218,preservedSpecimen,urn:mrbif:ens:hnm:51218,Cucumis melo L. var. agrestis Naud.,Cucurbitaceae,Rindiao,MR,HNM01058,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51219,preservedSpecimen,urn:mrbif:ens:hnm:51219,Borreria radiata D.C.,Rubiaceae,Kaedi,MR,HNM01059,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51220,preservedSpecimen,urn:mrbif:ens:hnm:51220,Mitracarpus scaber Zucc.,Rubiaceae,Rindiao,MR,HNM01060,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51221,preservedSpecimen,urn:mrbif:ens:hnm:51221,Borreria verticillata G.F.W.Mey.,Rubiaceae,Rosso,MR,HNM01061,"TIN YEDDIR, piste Rosso - Nderbéguéhé",4,10,1972,16.510278,-15.914167
51222,preservedSpecimen,urn:mrbif:ens:hnm:51222,Oldenlandia capensis L. f. var. capensis,Rubiaceae,Rindiao,MR,HNM01062,Berge du fleuve Sénégal,<null>,<null>,1972,16.1402858146709,-13.5799990026909
51223,preservedSpecimen,urn:mrbif:ens:hnm:51223,Borreria verticillata G.F.W.Mey.,Rubiaceae,Rindiao,MR,HNM01063,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51224,preservedSpecimen,urn:mrbif:ens:hnm:51224,Oldenlandia capensis L.f.,Rubiaceae,Rindiao,MR,HNM01064,Périmétre irriguée FAO,30,10,1972,16.1402858146709,-13.5799990026909
51225,preservedSpecimen,urn:mrbif:ens:hnm:51225,Borreria stachydea (DC.) Hutch. & Dalziel,Rubiaceae,Rindiao,MR,HNM01065,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51226,preservedSpecimen,urn:mrbif:ens:hnm:51226,Mollugo nudicaulis Lam.,Molluginaceae,Rindiao,MR,HNM01066,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51227,preservedSpecimen,urn:mrbif:ens:hnm:51227,Glinus lotoïdes Loefl.,Molluginaceae,Rindiao,MR,HNM01067,Périmétre irriguée FAO,30,10,1972,16.1402858146709,-13.5799990026909
51228,preservedSpecimen,urn:mrbif:ens:hnm:51228,Limeum diffusum (J. Gay) Schinz,Molluginaceae,Kaedi,MR,HNM01068,"E.N.F.V.A. ,  Zone des cultures",6,10,1972,16.1465300637225,-13.5047391609149
51229,preservedSpecimen,urn:mrbif:ens:hnm:51229,Limeum diffusum (J. Gay) Schinz,Molluginaceae,Kaedi,MR,HNM01069,"E.N.F.V.A. ,  Zone des cultures",6,10,1972,16.1465300637225,-13.5047391609149
51230,preservedSpecimen,urn:mrbif:ens:hnm:51230,Gisekia pharnacioides L.,Molluginaceae,Kaedi,MR,HNM01070,"E.N.F.V.A. ,  Zone des cultures",6,10,1972,16.1465300637225,-13.5047391609149
51231,preservedSpecimen,urn:mrbif:ens:hnm:51231,Gisekia pharnacioides L.,Molluginaceae,Kaedi,MR,HNM01071,"E.N.F.V.A. ,  Zone des cultures",6,10,1972,16.1465300637225,-13.5047391609149
51232,preservedSpecimen,urn:mrbif:ens:hnm:51232,Gisekia pharnacioides L.,Molluginaceae,Kaedi,MR,HNM01072,"E.N.F.V.A. ,  Zone des cultures",6,10,1972,16.1465300637225,-13.5047391609149
51233,preservedSpecimen,urn:mrbif:ens:hnm:51233,Glinus lotoïdes Loefl.,Molluginaceae,Rindiao,MR,HNM01073,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51234,preservedSpecimen,urn:mrbif:ens:hnm:51234,Glinus lotoïdes Loefl.,Molluginaceae,Rindiao,MR,HNM01074,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51235,preservedSpecimen,urn:mrbif:ens:hnm:51235,Limeum viscosum (J. Gay) Fenzl,Molluginaceae,Kaedi,MR,HNM01075,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51236,preservedSpecimen,urn:mrbif:ens:hnm:51236,Mollugo cerviana (L.) Sering.,Molluginaceae,Monguel,MR,HNM01076,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51237,preservedSpecimen,urn:mrbif:ens:hnm:51237,Stachytarpheta angustifolia (Mill.) Vahl,Verbenaceae,Rindiao,MR,HNM01077,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51238,preservedSpecimen,urn:mrbif:ens:hnm:51238,Waltheria indica L.,Sterculiaceae,Rindiao,MR,HNM01078,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51239,preservedSpecimen,urn:mrbif:ens:hnm:51239,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Rindiao,MR,HNM01079,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51240,preservedSpecimen,urn:mrbif:ens:hnm:51240,Sphenoclea zeylanica Gaertn.,Sphenocleaceae,Rindiao,MR,HNM01080,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51241,preservedSpecimen,urn:mrbif:ens:hnm:51241,Polycarpaea linearifolia (DC.) DC.,Caryophyllaceae,Monguel,MR,HNM01081,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51242,preservedSpecimen,urn:mrbif:ens:hnm:51242,Polycarpaea linearifolia (DC.) DC.,Caryophyllaceae,Rindiao,MR,HNM01082,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51243,preservedSpecimen,urn:mrbif:ens:hnm:51243,Phyllanthus pentandrus Schum. & Thonn.,Euphorbiaceae,Kaedi,MR,HNM01083,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51244,preservedSpecimen,urn:mrbif:ens:hnm:51244,Chrozophora senegalensis (Lam.) A. Juss. ex Spreng.,Euphorbiaceae,Rindiao,MR,HNM01084,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51245,preservedSpecimen,urn:mrbif:ens:hnm:51245,Euphorbia aegyptiaca Boiss.,Euphorbiaceae,Rindiao,MR,HNM01085,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51246,preservedSpecimen,urn:mrbif:ens:hnm:51246,Euphorbia hirta L.,Euphorbiaceae,Rindiao,MR,HNM01086,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51247,preservedSpecimen,urn:mrbif:ens:hnm:51247,Phyllanthus pentandrus Schum. & Thonn.,Euphorbiaceae,Rindiao,MR,HNM01087,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51248,preservedSpecimen,urn:mrbif:ens:hnm:51248,Boerhavia coccinea Mill.,Nyctaginaceae,Rindiao,MR,HNM01088,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51249,preservedSpecimen,urn:mrbif:ens:hnm:51249,Boerhavia diffusa L.,Nyctaginaceae,Kaedi,MR,HNM01089,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51250,preservedSpecimen,urn:mrbif:ens:hnm:51250,Jussiaea perennis (L.) Brenan,Onagraceae,Rindiao,MR,HNM01090,Périmétre irriguée FAO,30,10,1972,16.1402858146709,-13.5799990026909
51251,preservedSpecimen,urn:mrbif:ens:hnm:51251,Jussiaea,Onagraceae,Rindiao,MR,HNM01091,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51252,preservedSpecimen,urn:mrbif:ens:hnm:51252,Jussiaea,Onagraceae,Rindiao,MR,HNM01092,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51253,preservedSpecimen,urn:mrbif:ens:hnm:51253,Jussiaea,Onagraceae,Rindiao,MR,HNM01093,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51254,preservedSpecimen,urn:mrbif:ens:hnm:51254,Jussiaea erecta L.,Onagraceae,Rindiao,MR,HNM01094,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51255,preservedSpecimen,urn:mrbif:ens:hnm:51255,Cerathoteca sesamoïdes Engl.,Pedaliaceae,Monguel,MR,HNM01095,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51256,preservedSpecimen,urn:mrbif:ens:hnm:51256,Cerathoteca sesamoïdes Engl.,Pedaliaceae,Kaedi,MR,HNM01096,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51257,preservedSpecimen,urn:mrbif:ens:hnm:51257,Sesamum alatum Thonn.,Pedaliaceae,Monguel,MR,HNM01097,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51258,preservedSpecimen,urn:mrbif:ens:hnm:51258,Sesamum alatum Thonn.,Pedaliaceae,Rindiao,MR,HNM01098,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51259,preservedSpecimen,urn:mrbif:ens:hnm:51259,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Kiffa,MR,HNM01099,Tamourt Billemtar,21,12,1989,16.549444,-11.409167
51260,preservedSpecimen,urn:mrbif:ens:hnm:51260,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Nema,MR,HNM01100,Dhar,24,12,1989,16.566389,-7.175833
51261,preservedSpecimen,urn:mrbif:ens:hnm:51261,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Tekane,MR,HNM01101,Bord Diavane (Tiekane),19,6,1990,16.578056,-15.459722
51262,preservedSpecimen,urn:mrbif:ens:hnm:51262,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Aleg,MR,HNM01102,Lac Aleg,19,10,1990,17.014444,-13.961667
51263,preservedSpecimen,urn:mrbif:ens:hnm:51263,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Tekane,MR,HNM01103,Lemleyga,20,6,1990,16.578056,-15.459722
51264,preservedSpecimen,urn:mrbif:ens:hnm:51264,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Amsaga,MR,HNM01104,Amsaga,9,5,1992,20.116667,-14.166667
51265,preservedSpecimen,urn:mrbif:ens:hnm:51265,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Rindiao,MR,HNM01105,Rindiao,17,11,1992,16.1402858146709,-13.5799990026909
51266,preservedSpecimen,urn:mrbif:ens:hnm:51266,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Rindiao,MR,HNM01106,Rindiao,17,11,1992,16.1402858146709,-13.5799990026909
51267,preservedSpecimen,urn:mrbif:ens:hnm:51267,Ricinus communis L.,Euphorbiaceae,Ould Yenje,MR,HNM01107,Ould yengé- Kankossa,21,11,1992,15.5403785943027,-11.7146735682623
51268,preservedSpecimen,urn:mrbif:ens:hnm:51268,Phyllanthus rotundifolius Klein.,Euphorbiaceae,<null>,MR,HNM01108,Lemjourmen,19,10,1990,<null>,<null>
51269,preservedSpecimen,urn:mrbif:ens:hnm:51269,Phyllanthus acidus (L.) Skeels,Euphorbiaceae,Sani,MR,HNM01109,Sani (environ 20 km de Kankossa),22,11,1992,16.066667,-11.55
51270,preservedSpecimen,urn:mrbif:ens:hnm:51270,Phyllanthus acidus (L.) Skeels,Euphorbiaceae,Rindiao,MR,HNM01110,Station Rindiao,17,11,1992,16.1402858146709,-13.5799990026909
51271,preservedSpecimen,urn:mrbif:ens:hnm:51271,Jatropha chevalieri Beille,Euphorbiaceae,Amsaga,MR,HNM01111,Amsaga,9,5,1992,20.116667,-14.166667
51272,preservedSpecimen,urn:mrbif:ens:hnm:51272,Jatropha chevalieri Beille,Euphorbiaceae,Djouk,MR,HNM01112,Djouk,26,12,1989,17.1125,-12.150278
51273,preservedSpecimen,urn:mrbif:ens:hnm:51273,Jatropha chevalieri Beille,Euphorbiaceae,<null>,MR,HNM01113,près de Tinzak,9,5,1992,<null>,<null>
51274,preservedSpecimen,urn:mrbif:ens:hnm:51274,Jatropha chevalieri Beille,Euphorbiaceae,Djouk,MR,HNM01114,Djouk,26,12,1989,17.1125,-12.150278
51275,preservedSpecimen,urn:mrbif:ens:hnm:51275,Jatropha chevalieri Beille,Euphorbiaceae,Djouk,MR,HNM01115,Djouk,6,1,1989,17.1125,-12.150278
51276,preservedSpecimen,urn:mrbif:ens:hnm:51276,Euphorbia sudanica A. Chev.,Euphorbiaceae,Akjoujt,MR,HNM01116,Environ 40 km au nord d'Akjoujt,9,5,1992,19.696944,-14.416389
51277,preservedSpecimen,urn:mrbif:ens:hnm:51277,Euphorbia sudanica A. Chev.,Euphorbiaceae,Nouakchott,MR,HNM01117,Environ  50 km au sud de Nouakchott,30,11,1990,18.119444,-16.040556
51278,preservedSpecimen,urn:mrbif:ens:hnm:51278,Euphorbia sudanica A. Chev.,Euphorbiaceae,<null>,MR,HNM01118,Est Ajiveir,19,10,1990,<null>,<null>
51279,preservedSpecimen,urn:mrbif:ens:hnm:51279,Euphorbia sudanica A. Chev.,Euphorbiaceae,<null>,MR,HNM01119,Lemjourmen,19,10,1990,<null>,<null>
51280,preservedSpecimen,urn:mrbif:ens:hnm:51280,Euphorbia scordifolia Jacq.,Euphorbiaceae,Rosso,MR,HNM01120,Vers Rosso,30,11,1990,16.510278,-15.914167
51281,preservedSpecimen,urn:mrbif:ens:hnm:51281,Euphorbia hirta L.,Euphorbiaceae,Sani,MR,HNM01121,Sani (environ 20 km de Kankossa),22,11,1992,16.066667,-11.55
51282,preservedSpecimen,urn:mrbif:ens:hnm:51282,Euphorbia hirta L.,Euphorbiaceae,Rindiao,MR,HNM01122,Station Rindiao,17,11,1992,16.1402858146709,-13.5799990026909
51283,preservedSpecimen,urn:mrbif:ens:hnm:51283,Euphorbia granulata Forssk. var. genuina Maire,Euphorbiaceae,<null>,MR,HNM01123,Lemjourmen,19,10,1990,<null>,<null>
51284,preservedSpecimen,urn:mrbif:ens:hnm:51284,Euphorbia granulata Forssk. var. genuina Maire,Euphorbiaceae,Trarza,MR,HNM01124,Trarza,18,12,1989,17.975278,-14.734444
51285,preservedSpecimen,urn:mrbif:ens:hnm:51285,Euphorbia granulata Forssk. var. genuina Maire,Euphorbiaceae,Egjert,MR,HNM01125,Egjert,8,1,1989,16.6286111,9.4408333
51286,preservedSpecimen,urn:mrbif:ens:hnm:51286,Euphorbia calyptrata Coss.& Kralik,Euphorbiaceae,<null>,MR,HNM01126,Inemmouden,10,5,1992,<null>,<null>
51287,preservedSpecimen,urn:mrbif:ens:hnm:51287,Euphorbia calyptrata Coss.& Kralik,Euphorbiaceae,<null>,MR,HNM01127,Inemmouden,10,5,1992,<null>,<null>
51288,preservedSpecimen,urn:mrbif:ens:hnm:51288,Euphorbia calyptrata Coss.& Kralik,Euphorbiaceae,<null>,MR,HNM01128,Inemmouden,10,5,1992,<null>,<null>
51289,preservedSpecimen,urn:mrbif:ens:hnm:51289,Euphorbia balsamifera Ait.,Euphorbiaceae,<null>,MR,HNM01129,El Ghaïre,20,12,1989,<null>,<null>
51290,preservedSpecimen,urn:mrbif:ens:hnm:51290,Chrozophora senegalensis (Lam) Juss.,Euphorbiaceae,Sani,MR,HNM01130,Sani (environ 20 km de Kankossa),22,11,1992,16.066667,-11.55
51291,preservedSpecimen,urn:mrbif:ens:hnm:51291,Chrozophora senegalensis (Lam) Juss.,Euphorbiaceae,<null>,MR,HNM01131,El Ghaïre,20,12,1989,<null>,<null>
51292,preservedSpecimen,urn:mrbif:ens:hnm:51292,Chrozophora senegalensis (Lam) Juss.,Euphorbiaceae,Djouk,MR,HNM01132,Djouk,6,1,1989,17.1125,-12.150278
51293,preservedSpecimen,urn:mrbif:ens:hnm:51293,Chrozophora senegalensis (Lam) Juss.,Euphorbiaceae,<null>,MR,HNM01133,Lekhdheyratt,22,12,1989,<null>,<null>
51294,preservedSpecimen,urn:mrbif:ens:hnm:51294,Andrachne telephioîdes L.,Euphorbiaceae,<null>,MR,HNM01134,G. Lheyrich,10,5,1992,<null>,<null>
51295,preservedSpecimen,urn:mrbif:ens:hnm:51295,Chrozophora sp,Euphorbiaceae,Sani,MR,HNM01135,Sani (environ 20 km de Kankossa),22,11,1992,16.066667,-11.55
51296,preservedSpecimen,urn:mrbif:ens:hnm:51296,Cucumis pustulatus Hook. var. viridis Maire,Cucurbitaceae,<null>,MR,HNM01136,<null>,<null>,<null>,<null>,<null>,<null>
51297,preservedSpecimen,urn:mrbif:ens:hnm:51297,Cucumis melo L.,Cucurbitaceae,Sani,MR,HNM01137,Sani (environ 20 km de Kankossa),22,11,1992,16.066667,-11.55
51298,preservedSpecimen,urn:mrbif:ens:hnm:51298,Cucumis melo L.,Cucurbitaceae,Mbout,MR,HNM01138,Mbout,20,11,1992,16.0215678287564,-12.5837889498253
51299,preservedSpecimen,urn:mrbif:ens:hnm:51299,Cucumis prophetarum L.,Cucurbitaceae,Sani,MR,HNM01139,Sani (environ 20 km de Kankossa),22,11,1992,16.066667,-11.55
51300,preservedSpecimen,urn:mrbif:ens:hnm:51300,Momordica balsamina Linn.,Cucurbitaceae,Ould Yenje,MR,HNM01140,Ould yengé- Kankossa,21,11,1992,15.5403785943027,-11.7146735682623
51301,preservedSpecimen,urn:mrbif:ens:hnm:51301,Cyperus conglomeratus Rottb.,Cyperaceae,<null>,MR,HNM01141,Teverit,18,10,1990,<null>,<null>
51302,preservedSpecimen,urn:mrbif:ens:hnm:51302,Cyperus conglomeratus Rottb.,Cyperaceae,Boutilimit,MR,HNM01142,Boutilimit,20,10,1990,17.515556,-14.772778
51303,preservedSpecimen,urn:mrbif:ens:hnm:51303,Cyperus conglomeratus Rottb.,Cyperaceae,Nouakchott,MR,HNM01143,Environ  50 km au sud de Nouakchott,30,11,1990,18.119444,-16.040556
51304,preservedSpecimen,urn:mrbif:ens:hnm:51304,Cyperus rotundus L.,Cyperaceae,Rindiao,MR,HNM01144,Station Rindiao,17,11,1992,16.1402858146709,-13.5799990026909
51305,preservedSpecimen,urn:mrbif:ens:hnm:51305,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01145,Ouad El Garva,20,11,1992,<null>,<null>
51306,preservedSpecimen,urn:mrbif:ens:hnm:51306,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01146,El Ghaïre,23,11,1992,<null>,<null>
51307,preservedSpecimen,urn:mrbif:ens:hnm:51307,Indéterminé : indéterminée,Indéterminé,Rindiao,MR,HNM01147,Station Rindiao,17,11,1992,16.1402858146709,-13.5799990026909
51308,preservedSpecimen,urn:mrbif:ens:hnm:51308,Indéterminé : indéterminée,Indéterminé,Maghama,MR,HNM01148,Maghama-Foum Gleita,19,11,1992,15.5091528104622,-12.8500550302222
51309,preservedSpecimen,urn:mrbif:ens:hnm:51309,Indéterminé : indéterminée,Indéterminé,Sani,MR,HNM01149,Sani (environ 20 km de Kankossa),22,11,1992,16.066667,-11.55
51310,preservedSpecimen,urn:mrbif:ens:hnm:51310,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01150,Ouad El Garva,20,11,1992,<null>,<null>
51311,preservedSpecimen,urn:mrbif:ens:hnm:51311,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01151,El Ghaïre,23,11,1992,<null>,<null>
51312,preservedSpecimen,urn:mrbif:ens:hnm:51312,Acanthospermum hispidum DC.,Compositae,Maghama,MR,HNM01152,Tachout (environ 15 km de Maghama),19,11,1992,15.5091528104622,-12.8500550302222
51313,preservedSpecimen,urn:mrbif:ens:hnm:51313,Atractylis,Compositae,Nouakchott,MR,HNM01153,Environ  50 km au sud de Nouakchott,30,11,1990,18.119444,-16.040556
51314,preservedSpecimen,urn:mrbif:ens:hnm:51314,Atractylis,Compositae,Nouakchott,MR,HNM01154,Environ  50 km au sud de Nouakchott,30,11,1990,18.119444,-16.040556
