Fabaceae,Entada ,Entada mannii ,(Oliv.) Tisserant,Entada mannii (Oliv.) Tisser.,SPECIES,Fabaceae,Entada mannii,100,EXACT
Fabaceae,Entada ,Entada rheedei ,Spreng.,Entada rheedei Spreng.,SPECIES,Fabaceae,Entada rheedei,99,EXACT
Fabaceae,Entada ,Entada abyssinica ,Steud. ex A.Rich.,Entada abyssinica A.Rich.,SPECIES,Fabaceae,Entada abyssinica,100,EXACT
Fabaceae,Entada ,Entada africana ,Guill. & Perr.,Entada africana Guill. & Perr.,SPECIES,Fabaceae,Entada africana,100,EXACT
Fabaceae,Entada ,Entada wahlbergii ,Harv.,Entada wahlbergii Harv.,SPECIES,Fabaceae,Entada wahlbergii,99,EXACT
Fabaceae,Eriosema,Eriosema pulcherrimum ,Taub.,Eriosema pulcherrimum Taub.,SPECIES,Fabaceae,Eriosema pulcherrimum,100,EXACT
Fabaceae,Eriosema,Eriosema andohii ,Milne-Redh.,Eriosema andohii Milne-Redh.,SPECIES,Fabaceae,Eriosema andohii,100,EXACT
Fabaceae,Eriosema,Eriosema chrysadenium ,Taub.,Eriosema chrysadenium Taub.,SPECIES,Fabaceae,Eriosema chrysadenium,100,EXACT
Fabaceae,Eriosema,Eriosema glomeratum ,(Guill. & Perr.) Hook.f.,Eriosema glomeratum (Guill. & Perr.) Hook.f.,SPECIES,Fabaceae,Eriosema glomeratum,100,EXACT
Fabaceae,Eriosema,Eriosema griseum ,Bak.,Eriosema griseum Baker,SPECIES,Fabaceae,Eriosema griseum,100,EXACT
Fabaceae,Eriosema,Eriosema molle ,Hutch. ex Milne-Redhead,Eriosema molle Milne-Redh.,SPECIES,Fabaceae,Eriosema molle,100,EXACT
Fabaceae,Eriosema,Eriosema monticolum ,Taub.,Eriosema monticolum Taub.,SPECIES,Fabaceae,Eriosema monticolum,99,EXACT
Fabaceae,Eriosema,Eriosema parviflorum ,E.Mey. subsp. parviflorum,Eriosema parviflorum E.Mey.,SPECIES,Fabaceae,Eriosema parviflorum,100,EXACT
Fabaceae,Eriosema,Eriosema psoraleoides ,(Lam.) G.Don,Eriosema psoraleoides (Lam.) G.Don,SPECIES,Fabaceae,Eriosema psoraleoides,100,EXACT
Fabaceae,Erythrina,Erythrina indica ,Lam.,Erythrina indica sensu R.Vig.,SPECIES,Fabaceae,Erythrina indica,100,EXACT
Fabaceae,Erythrina,Erythrina sigmoida ,Hua.,Erythrina sigmoidea Hua,SPECIES,Fabaceae,Erythrina sigmoidea,95,FUZZY
Fabaceae,Erythrina,Erythrina senegalensis ,A. DC.,Erythrina senegalensis DC.,SPECIES,Fabaceae,Erythrina senegalensis,100,EXACT
Fabaceae,Erythrophleum ,Erythrophleum suaveolens ,(Guill. & Perr.) Brenan,Erythrophleum suaveolens (Guill. & Perr.) Brenan,SPECIES,Fabaceae,Erythrophleum suaveolens,100,EXACT
Fabaceae,Flemingia,Flemingia macrophylla ,(Willd.) Merr,Flemingia macrophylla (Willd.) Merr.,SPECIES,Fabaceae,Flemingia macrophylla,100,EXACT
Fabaceae,Flemingia,Flemingia faginea ,(Guill. & Perr.) Bak.,Flemingia faginea (Guill. & Perr.) Baker,SPECIES,Fabaceae,Flemingia faginea,100,EXACT
Fabaceae,Galactia,Galactia tenuiflora, (Willd.) Wight & Arn.,Galactia tenuiflora (Willd.) Wight & Arn.,SPECIES,Fabaceae,Galactia tenuiflora,100,EXACT
Fabaceae,Gliricidia,Gliricidia sepium ,(Jacq.) Walp.,Gliricidia sepium (Jacq.) Walp.,SPECIES,Fabaceae,Gliricidia sepium,100,EXACT
Fabaceae,Glycine,Glycine wightii (Wight & Arn.) Verdc. subsp. pseudojavanica ,(Taub.) Verdc.,Glycine wightii (Wight & Arn.) Verdc.,SPECIES,Fabaceae,Glycine wightii,99,EXACT
Fabaceae,Glycine ,Glycine hispida ,Maxime,Glycine hispida (Moench) Maxim.,SPECIES,Fabaceae,Glycine hispida,100,EXACT
Fabaceae,Griffonia,Griffonia simplicifolia ,Vahl ex DC.,Griffonia simplicifolia (DC.) Baill.,SPECIES,Fabaceae,Griffonia simplicifolia,100,EXACT
Fabaceae,Hymenaea ,Hymenaea courbaril ,L.,Hymenaea courbaril L.,SPECIES,Fabaceae,Hymenaea courbaril,99,EXACT
Fabaceae,Hymenostegia,Hymenostegia afzelii ,(Oliv.) Harms,Hymenostegia afzelii (Oliv.) Harms,SPECIES,Fabaceae,Hymenostegia afzelii,100,EXACT
Fabaceae,Indigofera,Indigofera diphylla ,Vent.,Indigofera diphylla Vent.,SPECIES,Fabaceae,Indigofera diphylla,100,EXACT
Fabaceae,Indigofera,Indigofera fulvopilosa ,Brenan,Indigofera fulvopilosa Brenan,SPECIES,Fabaceae,Indigofera fulvopilosa,100,EXACT
Fabaceae,Indigofera,Indigofera oblongifolia,Forssk.,Indigofera oblongifolia Forssk.,SPECIES,Fabaceae,Indigofera oblongifolia,100,EXACT
